,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
6432,12575,35.0,3.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,12.58026782216666
6433,21979,38.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,6.037557938280219
6434,4546,31.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,25,4.657127681579353
6435,17949,32.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,16,10.48558136504225
6436,3002,27.0,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,34,10.724672086540865
6437,33277,33.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,23,16.902901527472448
6438,41641,34.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,19.760091519677285
6439,38566,34.0,4.8,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,37,6.1756325721846865
6440,12750,20.0,5.0,Sunny,Medium,1,Meal,scooter,0.0,No,Urban,12,5.95875624214082
6441,28867,25.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,7.6483223546223025
6442,8761,37.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,13.612340865326093
6443,30837,32.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Urban,22,17.16483390266477
6444,5045,22.0,4.6,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,6.050406061320017
6445,22956,24.0,4.8,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,28,20.20658151050987
6446,28218,25.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,6.29013467758336
6447,9441,30.0,4.5,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,39,12.58026782216666
6448,22701,33.0,4.2,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,34,10.59396549285644
6449,37849,26.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,11,9.219905581297702
6450,21870,29.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,11,6.058680731744167
6451,40017,22.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,13.973177561634602
6452,39085,27.0,4.1,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,33,6.232373129233114
6453,7431,22.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,4.610339345133133
6454,25468,26.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,4.560890657632929
6455,43446,,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,25,16.636879913574358
6456,24827,34.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,6.210543032439091
6457,21523,27.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,4.663600819191572
6458,27630,28.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,11,9.219691659204567
6459,22737,23.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,28,19.87838985945976
6460,1323,31.0,4.8,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,11,1.5263981888445395
6461,36205,23.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20.86362506146105
6462,10477,22.0,4.7,Fog,Low,1,Snack,scooter,0.0,No,,25,13.968990746072116
6463,10880,32.0,4.2,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,12.463941143973035
6464,3001,33.0,4.6,Stormy,High,2,Drinks,motorcycle,1.0,No,Urban,26,6.119039466421071
6465,4850,31.0,4.5,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16,6.127106344198189
6466,38114,31.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,17.297865752893937
6467,43347,30.0,4.5,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,27,12.434913132148044
6468,30515,23.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,18,4.717601091654031
6469,14064,39.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,10.642018863063466
6470,42016,29.0,4.2,Sandstorms,High,0,Snack,motorcycle,1.0,No,Urban,36,3.1450674354101187
6471,28203,28.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.348433429696803
6472,36107,,,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,21,7.760937776564968
6473,608,30.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,24,12.58026782216666
6474,8899,36.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,1.5125177548578486
6475,18623,29.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,13,1.5203447251019993
6476,38073,30.0,4.9,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,49,12.100287597780959
6477,28406,23.0,5.0,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,18,4.530419435640826
6478,31444,39.0,5.0,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,6.2100304770845565
6479,23516,30.0,4.5,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.4686334330456843
6480,34146,33.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,10.725625724224813
6481,34126,31.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,1.512556272737763
6482,13648,23.0,4.8,Sunny,Jam,1,Snack,motorcycle,,No,Urban,10,4.544230974866712
6483,19860,34.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.074331008012258
6484,22280,35.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,25,12.434913132148044
6485,28262,37.0,4.6,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,38,16.721157280741494
6486,40716,39.0,5.0,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,1.4898424912105506
6487,39546,27.0,4.8,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,15,6.29013467758336
6488,10709,28.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,3.018700803196138
6489,30605,35.0,4.1,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,10.48587006722105
6490,33610,33.0,4.3,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,7.490185430715566
6491,21593,36.0,3.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,34,12.43458552483367
6492,27863,24.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,16.830914549936686
6493,32718,24.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,16.902901527472448
6494,29917,20.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18,6.210045163086574
6495,22716,23.0,4.8,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,17,1.5581369795052924
6496,33469,37.0,3.7,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,38,13.765756924366846
6497,21994,24.0,4.7,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,13.765756924366846
6498,475,25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,10.757050667084805
6499,791,,,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,12,10.41703158222361
6500,23981,37.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,9.327285157636926
6501,18181,30.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,47,13.96884202201813
6502,14217,38.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,3.0643606852156817
6503,31506,31.0,4.1,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,40,12.237791614989472
6504,25617,39.0,,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,20.442929762531403
6505,1467,23.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,1.4898423041565347
6506,6757,27.0,4.6,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,10,3.059933328007873
6507,27922,21.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,23,3.1053645456860735
6508,12933,37.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,19.974200402693512
6509,24163,27.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,18,20.177416788223805
6510,41777,37.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,20,4.528183776374744
6511,8617,26.0,4.6,Sandstorms,High,2,Buffet,scooter,0.0,No,Metropolitian,16,1.5263905254516699
6512,10761,27.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,2.9796333013861087
6513,23245,29.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,14.152800689506924
6514,34038,39.0,4.7,Cloudy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,39,13.828993309211802
6515,6600,36.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,20.886678968633678
6516,2601,31.0,4.2,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,40,14.152800689506924
6517,25501,35.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,19,19.9756321755438
6518,3303,34.0,4.1,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,48,19.97292994794411
6519,19227,27.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10,4.663456229366004
6520,6342,,,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,12.099374423135917
6521,39237,,,,,3,Drinks,motorcycle,1.0,No,Metropolitian,19,17198.13771428545
6522,28250,32.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,43,16.787776250708692
6523,30278,36.0,4.5,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,28,13.63129313224487
6524,41497,24.0,4.3,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,40,19.39455523525992
6525,43665,38.0,5.0,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,31,6.054382229797028
6526,34475,25.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Urban,16,9.220316821861015
6527,3601,25.0,4.4,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,3.0644047281382125
6528,8193,23.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,4.674143698579478
6529,38460,24.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,16,11.916705004855928
6530,44588,,,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,1.5525629370980636
6531,3875,,,Stormy,Low,2,Meal,scooter,0.0,No,Urban,13,17.09792543533538
6532,34415,22.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,19.976027554949525
6533,33366,38.0,4.1,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,32,16.63531520323739
6534,16381,,,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,9.220418694238614
6535,22140,32.0,4.6,Sunny,High,1,Drinks,scooter,0.0,No,Urban,22,3.0589506429001907
6536,4346,25.0,4.5,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20.178267239101707
6537,32621,29.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,17.078665498330796
6538,16247,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,10.641572477092016
6539,26165,22.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,16,7.684155417221766
6540,21970,33.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.108820918649368
6541,23677,,,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,27,6.210069011356304
6542,38447,33.0,4.3,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,38,12.073551890524271
6543,34835,37.0,4.0,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,8.936297424648654
6544,11104,29.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,14,4.656945385554083
6545,22823,35.0,4.8,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,40,12.116905669821668
6546,41170,24.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,4.596477246435285
6547,850,25.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,15,6.04045219322155
6548,11568,27.0,5.0,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,13,6.040023856868707
6549,25310,39.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,7.600994631313737
6550,26391,37.0,4.6,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,27,6.232150258779589
6551,8786,21.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,13.989450297015923
6552,36095,24.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,19.882987868115396
6553,2625,33.0,4.6,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,26,4.610621612253868
6554,13478,26.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24,17.077999100699763
6555,8528,21.0,4.9,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,4.596534541853528
6556,31648,27.0,4.1,Fog,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,36,16.38573010428938
6557,40988,24.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,18,20.180908601252117
6558,37416,30.0,4.1,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,39,3.029538309270898
6559,41829,26.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,9.074684164011787
6560,41787,32.0,4.7,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,4.663310416320807
6561,31593,35.0,3.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20.828337442783003
6562,45104,37.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,3.0260961986578945
6563,39297,31.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,27,1.5367158906738052
6564,32816,21.0,5.0,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,13,4.663310416320807
6565,32517,27.0,4.6,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,7.682703792722993
6566,11986,28.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,25,20.853426491864234
6567,3604,32.0,5.0,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,1.5094795186079348
6568,20230,26.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,22,10.86821251690671
6569,18009,,,,,3,Meal,motorcycle,1.0,No,Metropolitian,32,3879.2129832461806
6570,17690,25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,3.1051141632769346
6571,43661,24.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,9.17829699622072
6572,14300,25.0,4.6,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,19.363204222098958
6573,3905,31.0,4.6,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,17,6.037440799436396
6574,27163,36.0,4.5,Stormy,Jam,1,Meal,scooter,2.0,No,Urban,34,19.36338532965972
6575,7182,36.0,4.1,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,5.860353655267055
6576,5784,35.0,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Urban,27,16.902993744226492
6577,15597,27.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,3.1450674354101187
6578,4296,23.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,29,17.297865752893937
6579,40786,37.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,6.146622187499256
6580,42812,26.0,4.8,Windy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,12,2.9796333013861087
6581,44313,28.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,10.642283429414249
6582,25729,36.0,4.4,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,31,9.326577420898085
6583,35430,34.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,2.9802493856658896
6584,15075,34.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,48,20.176709024498408
6585,7821,24.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,16,9.088084091848637
6586,3818,,,Cloudy,Medium,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20.178916924752546
6587,29647,29.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,11,12.484534174316844
6588,2357,20.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,20,3.116222885403881
6589,14121,24.0,4.6,Stormy,Low,1,Meal,scooter,0.0,No,,10,19.916260009778256
6590,12744,,,,,3,Drinks,motorcycle,1.0,No,Metropolitian,28,4.537513326456459
6591,1398,23.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,12.464329297404836
6592,24313,29.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,13,6.049834150348467
6593,25811,26.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,12.293569688065993
6594,12340,36.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,26,3.1089751954915785
6595,9048,34.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,22,1.489828584432859
6596,43100,21.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,22,11.916705004855928
6597,14611,38.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,13.971881683374217
6598,22428,23.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,38,10.642019064007341
6599,27802,39.0,3.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,38,12.16106953197536
6600,41476,38.0,4.8,Windy,High,2,Meal,electric_scooter,0.0,No,,28,3.0646598415657964
6601,42271,33.0,3.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,35,16.84990409547342
6602,14100,22.0,4.7,Sunny,Medium,1,Snack,scooter,0.0,,Metropolitian,13,10.565155904072418
6603,43959,24.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,10,1.5203573107647184
6604,37665,25.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,,16,6.232180611434428
6605,23250,34.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,28,16.900616226135416
6606,18086,24.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,10.86506573809728
6607,32950,25.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,7.56281769012707
6608,2094,32.0,4.9,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,6.0497889093284245
6609,31839,33.0,4.8,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,28,5.960345509745784
6610,7201,29.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,10,13.682048188118584
6611,33659,26.0,5.0,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,10,1.5294841734467386
6612,470,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,13.583086214990413
6613,39598,25.0,4.5,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,16.38489468674857
6614,15483,30.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,19.975520086223586
6615,40982,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,25,17.07802860147151
6616,18465,30.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,47,16.647299687265512
6617,21628,22.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,19.362561679300065
6618,35013,28.0,5.0,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20,16.90375725450711
6619,42199,27.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,14,20.17810087293228
6620,23992,36.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,14.152800689506924
6621,16430,29.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,19,10.445117789955967
6622,39172,27.0,4.6,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,12.116559162592038
6623,42574,28.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,12.20987539883319
6624,37596,38.0,4.1,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,7.6608989794436235
6625,11642,25.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.5094383129819424
6626,41657,35.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,26,4.67433378761763
6627,18048,28.0,5.0,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,12.463937408856191
6628,22071,35.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,4.674318853632826
6629,33186,38.0,4.5,Stormy,Jam,2,Buffet,electric_scooter,,No,Metropolitian,33,17.075594401053486
6630,35802,23.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,17.076258901163584
6631,4237,28.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,12.43523852349735
6632,33067,21.0,5.0,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,7.648179253529236
6633,16792,33.0,4.8,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,9.327285157636926
6634,41344,25.0,4.7,Sunny,High,1,Meal,scooter,0.0,No,Metropolitian,10,6.058853851619802
6635,4095,35.0,4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,19,1.509464256526504
6636,30843,21.0,4.6,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,12,10.593374354298108
6637,36202,23.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,7.760937776564968
6638,3028,28.0,4.7,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,29,3.1053322741745277
6639,16072,37.0,3.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,10.427321890444286
6640,13963,20.0,4.7,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,19,1.5523012476370381
6641,11416,27.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,10.757499696887614
6642,30894,25.0,4.7,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,1.526391981315146
6643,30872,36.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,3.0589245467056903
6644,23773,30.0,5.0,Cloudy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,34,13.969535082261102
6645,3643,33.0,4.8,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,30,20.555026364170715
6646,5115,20.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,10.880364286080434
6647,45524,31.0,4.9,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,11.748606195361196
6648,28724,26.0,5.0,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,12.256834609448987
6649,26288,27.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,11,3.0260961986578945
6650,18674,35.0,4.8,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,30,10.429850454107426
6651,9058,34.0,3.5,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,39,10.868244074344394
6652,41304,36.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,22,6.128850978488612
6653,40528,35.0,4.1,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,7.5622720556199745
6654,4976,23.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,4.527997212189833
6655,41327,28.0,4.6,Fog,Medium,0,Buffet,motorcycle,2.0,No,Urban,44,13.611337814376796
6656,3248,21.0,5.0,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,19,14.152800689506924
6657,15884,36.0,4.4,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,10.881199560805609
6658,38568,32.0,4.7,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,44,13.682044526137476
6659,23815,,,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,2.9797958858786986
6660,41184,36.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,10.866261860516522
6661,25526,39.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,16.720678992734786
6662,26461,31.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,17.164999844352312
6663,21619,28.0,4.9,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,20.18116177485454
6664,15561,22.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,22,10.586541003929883
6665,8763,32.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,25,3.0253327069320104
6666,13252,39.0,4.7,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,19.882987868115396
6667,38275,35.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,17,1.5524290103805005
6668,23587,,,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,16.721430138837476
6669,40513,36.0,4.8,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,25,5.958831946652418
6670,8961,31.0,5.0,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,36,1.5525398224454878
6671,27985,22.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,29,16.634890709244328
6672,45560,26.0,4.9,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,11.007734763545226
6673,19452,31.0,4.7,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,23,20.830884959428978
6674,23002,30.0,4.5,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,4.589038750634467
6675,7055,37.0,4.7,Sunny,Medium,1,Buffet,scooter,,No,Urban,24,19.975741216260506
6676,11744,34.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,7.659687719559413
6677,36786,24.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,7.862668167467362
